2019-02-11,11487692,32636729,7.080
2019-02-11,11487692,32636730,7.470
2019-02-11,11487692,32636731,1.180
2019-02-11,11487692,32636732,1.750
2019-02-11,11487692,32636733,3.970
2019-02-11,11487738,32636798,42.890
2019-02-11,11487745,32636813,61.840
